AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,LIMIT_BAL,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month
23,14790,19563,16671,13353,13232,9601,1,3.00E+04,2,0,0,0,0,0,0,12037,10038,8057,6.00E+03,4221,3258,2,1
26,2341,340,380,462,3,166,2,1.50E+05,2,1,-2,-1,-1,-2,-2,340,380,462,103,266,0,2,0
37,152349,152359,150257,79162,79617,79670,2,1.50E+05,2,0,0,0,0,0,0,7.00E+03,7.00E+03,5.00E+03,3.00E+03,4.00E+03,3500,2,0
24,48600,47819,48527,39147,38314,37758,2,5.00E+04,2,0,0,0,0,0,0,2200,1889,1510,1400,1700,2.00E+03,2,1
32,24402,26872,28430,29160,31187,30537,2,5.00E+04,1,0,0,0,0,0,2,8442,2.00E+03,1200,2500,0,1200,2,0
33,281,5631,5525,0,21339,607,2,2.80E+05,2,-1,-1,-1,-1,-1,-1,5631,5549,0,21339,607,0,2,0
42,59648,52811,45441,39174,28261,25411,2,4.30E+05,2,0,0,0,0,0,0,2035,1587,1161,1943,995,606,1,0
30,8571,21012,10607,47258,35675,20691,1,3.40E+05,2,-1,-1,-1,-1,0,-1,21041,10607,47258,983,20691,23849,2,0
27,1990,2035,1577,2424,671,1606,2,2.00E+05,2,-1,-1,-1,-1,-1,-1,2035,1577,2424,671,1606,27124,1,1
30,338174,256104,221739,184529,175781,173442,3,3.90E+05,2,0,0,0,0,0,0,8738,6545,6601,5700,6100,5.00E+03,2,0
39,1890,24105,52262,9920,8633,53312,3,1.00E+05,1,-2,-2,-2,-2,-2,-2,24105,52282,9920,8633,53312,4589,2,0
39,42822,43872,25400,24202,25904,27567,2,5.00E+04,1,0,0,0,0,0,0,2.00E+03,2.00E+03,1.00E+03,2.00E+03,2.00E+03,2.00E+03,2,0
31,5551,6953,8176,8884,9737,11404,2,1.30E+05,2,0,0,0,0,0,0,1500,1500,1.00E+03,1.00E+03,2.00E+03,2.00E+03,1,1
28,9598,6278,8721,3589,8209,10253,1,8.00E+04,1,-1,2,-1,-1,-1,-1,60,8721,3589,8209,10253,4829,2,0
30,-2610,390,0,780,0,0,2,2.00E+04,2,1,-2,-2,-1,-1,-2,3.00E+03,0,780,0,0,0,1,0
26,0,780,0,0,0,0,1,3.00E+04,2,1,-1,-1,-2,-2,-2,780,0,8.00E+03,0,0,0,1,0
61,181733,192903,181801,178179,223100,216225,3,5.10E+05,1,0,0,2,0,0,0,1.70E+04,0,6508,5.00E+04,7.00E+03,6.00E+03,2,0
37,5300,0,0,0,0,0,1,1.00E+04,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,2,0
34,30082,29315,30369,29787,30284,29057,2,3.00E+04,1,2,2,0,0,0,0,0,1750,1025,1100,1500,1.00E+03,2,0
29,157107,119402,78875,76117,75428,150130,2,2.30E+05,2,0,0,0,0,0,0,6.00E+03,3020,3.00E+03,2500,8.00E+04,5.00E+03,2,0
53,55505,57374,35751,25824,25831,27393,2,6.00E+04,1,0,0,0,0,0,0,3.00E+03,2015,2.00E+03,1.00E+03,2.00E+03,2.00E+03,2,0
31,34704,36426,35387,36838,35867,36841,2,9.00E+04,2,0,0,0,0,0,0,3.00E+03,1549,2.00E+03,2.00E+03,2.00E+03,1.00E+03,1,0
31,110921,64600,58158,24856,704,1899,1,1.50E+05,2,0,0,0,0,-1,-1,3.00E+03,1500,1.00E+03,704,1899,0,1,0
26,116070,111996,88327,73717,56921,48160,2,2.00E+05,2,0,0,0,0,0,0,5096,2700,4017,7921,10160,5594,2,0
40,2216,6142,1108,1499,2447,888,2,2.10E+05,1,-1,-1,2,-1,-1,-1,5258,0,1500,2500,1.00E+03,1500,2,0
26,8009,10181,10064,150,1150,1.00E+03,2,3.00E+04,2,0,0,2,2,-1,2,2316,199,0,1150,0,0,2,0
33,76395,79168,84904,87914,90043,91534,2,9.00E+04,1,0,0,0,2,2,2,4.00E+03,8.00E+03,5348,3700,3128,0,2,0
40,524,248,552,0,80,121,1,2.60E+05,1,-1,-1,-1,-1,-1,-1,248,552,0,80,121,219,1,0
42,1618,0,0,0,0,3702,1,5.00E+04,2,-1,-1,-2,-2,-2,-1,0,0,0,0,3702,4817,2,0
48,35341,24107,34090,24843,18105,16952,3,1.10E+05,1,1,2,0,0,0,2,0,11412,739,1560,0,691,2,1
48,84647,76858,62650,59255,45983,52986,3,1.50E+05,1,2,2,2,2,2,2,5950,0,1.00E+04,0,2.00E+04,0,2,1
26,77037,71799,75743,67626,69081,70772,2,8.00E+04,2,0,0,0,2,0,0,3300,5800,0,2700,3.00E+03,2700,2,0
37,67612,65997,70604,68904,70369,71682,2,1.30E+05,1,1,2,2,2,0,0,0,6300,0,2700,2600,2800,2,1
45,40910,39592,40135,37403,30159,27854,2,4.00E+04,1,1,2,0,0,0,0,0,2196,4,603,925,389,2,0
24,780,390,390,780,390,150,1,4.00E+04,2,-1,2,-1,-1,0,-1,0,390,780,0,150,780,2,1
34,27098,29832,29354,30609,29981,30581,2,1.40E+05,2,0,0,2,2,2,0,3485,300,2038,0,1100,2570,2,1
50,149540,118675,120047,100637,79613,79286,3,1.20E+05,2,0,-1,0,0,0,0,1.25E+05,4065,4.00E+03,3.00E+03,3.00E+03,3.00E+03,2,1
49,69380,70886,69402,1332,1604,958,3,9.00E+04,1,-1,2,2,0,0,0,2800,0,0,272,166,3756,2,0
34,-325,279,-117,-513,1091,545,1,1.20E+05,2,1,-1,-1,-2,-1,2,1.00E+03,0,0,2.00E+03,0,550,1,0
38,675,0,0,0,0,0,1,1.50E+05,2,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,0
39,22595,24928,24230,26811,28702,28092,2,3.00E+04,1,1,2,2,0,0,2,3.00E+03,0,3.00E+03,2327,0,1200,1,1
52,390409,369065,375150,383319,385813,365587,3,3.80E+05,1,2,0,0,0,0,2,15353,14219,15022,2.90E+04,0,2.70E+04,1,0
27,17066,20456,24644,25739,30372,34924,1,1.70E+05,2,0,0,0,0,0,0,4.00E+03,5.00E+03,5.00E+03,5.00E+03,5.00E+03,5.00E+03,1,0
33,30973,32008,32889,33410,34327,34500,1,2.40E+05,1,-1,0,0,0,0,0,1537,1418,939,1193,690,0,2,0
24,38221,34975,19606,21272,22923,24539,2,4.00E+04,2,0,0,0,0,0,0,3107,3.00E+03,2.00E+03,2.00E+03,2.00E+03,0,2,1
48,72528,74047,75564,77242,81826,83630,2,1.20E+05,2,0,0,0,0,0,2,2680,2741,2933,6.00E+03,3300,0,2,0
28,778,504,3724,445,8963,482,1,2.00E+05,2,-2,-2,-2,-2,-2,-2,506,3742,447,9007,484,489,1,0
41,31303,35716,30087,29610,40736,25690,3,5.00E+04,1,2,2,2,0,0,0,5700,0,1.00E+03,1.20E+04,2.00E+03,900,1,0
30,29007,23428,339,207,207,12890,1,2.20E+05,2,1,2,-1,-1,0,-1,0,339,500,0,12999,0,2,0
29,68532,69475,69582,69589,68728,69304,1,7.00E+04,1,0,0,0,0,0,0,3300,3100,2800,2600,2940,3.00E+03,2,0
46,58934,52253,34721,5544,9318,7298,3,8.00E+04,1,2,0,0,0,-1,-1,2254,2086,19,9346,7319,1352,2,1
51,58213,60764,59949,40979,42339,43529,3,1.40E+05,1,0,0,0,0,0,0,3500,2.00E+03,1447,2.00E+03,2184,2.00E+03,2,0
38,131877,135309,131671,138771,141146,127184,2,1.40E+05,1,2,2,2,2,2,2,7.00E+03,0,10800,4800,0,5.00E+03,1,0
24,57480,60491,57187,57619,57033,58493,2,6.00E+04,2,0,0,2,0,0,0,4207,1.00E+03,1690,1473,2354,2009,1,0
26,0,0,0,0,0,0,2,5.00E+04,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
36,4952,1734,819,3750,657,0,1,2.20E+05,2,-1,-1,-1,-1,-1,-2,1734,827,3750,0,0,0,2,0
23,17528,17921,0,940,0,0,1,5.00E+04,2,0,0,0,-1,-1,-2,1.00E+03,0,940,0,0,0,1,0
26,14923,16277,17003,17420,17790,18993,2,3.00E+04,2,0,0,0,0,0,0,1600,1300,700,650,1500,0,2,0
30,0,0,0,0,0,0,1,6.00E+04,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,3789,2,0
44,18295,3199,6131,7662,19423,28351,1,3.60E+05,1,-1,-1,-1,-1,-1,-1,3204,6195,7664,19423,28351,3250,1,0
34,60278,56247,46940,45607,41412,31200,2,5.00E+05,1,0,0,0,0,0,0,1745,1635,2.00E+03,3450,3.00E+03,2.00E+03,2,0
33,29616,34040,30385,18399,19037,17945,2,5.00E+04,2,0,0,2,2,0,0,5.00E+03,2.00E+03,0,2.00E+03,726,510,1,1
28,3473,35890,29935,20339,12924,839,1,3.10E+05,2,-2,-1,0,0,0,-1,201153,20146,3.00E+03,512,839,165305,2,0
56,48836,48049,47060,19171,18624,18923,2,5.00E+04,1,0,0,0,0,0,0,2.00E+03,2.00E+03,1.00E+03,1.00E+03,1.00E+03,1.00E+03,2,0
50,50224,47178,48400,29781,30082,26609,2,5.00E+04,1,0,0,0,0,0,0,2200,2520,1.00E+03,1100,1.00E+03,1.00E+03,2,0
36,1374,-4,-4,6340,4998,5710,2,1.50E+05,2,-1,-1,-2,-1,-1,-1,0,0,6344,4998,5712,5.00E+03,2,0
39,114644,117110,117050,117486,117720,118773,2,1.20E+05,1,0,0,0,0,0,0,4320,4200,4200,4300,4400,4200,2,0
54,88,-468,-1024,-1397,-1953,-825,3,1.90E+05,1,-1,-1,-2,-2,-2,-2,0,0,1580,556,2047,7932,2,0
30,59292,13943,0,0,0,0,4,8.00E+04,2,0,0,0,-2,-2,-2,5009,0,0,0,0,0,1,0
34,59841,60021,58476,20717,11473,22021,2,7.00E+04,1,0,0,0,0,0,-1,2610,1366,414,229,22021,668,1,0
25,8107,4895,12128,12128,6.00E+03,0,1,5.00E+04,2,0,0,-1,0,0,0,1.00E+03,12128,0,0,0,0,2,0
32,1179,4042,270,52,0,394,1,1.60E+05,2,-1,-1,-1,-1,-1,-1,4042,270,0,0,394,646,2,1
23,13884,16344,15784,17517,17097,18654,3,2.00E+04,2,0,0,2,2,2,2,3.00E+03,0,2.00E+03,0,2.00E+03,0,2,1
42,66681,68768,69699,69484,71067,67568,2,7.00E+04,2,0,0,0,0,0,0,3768,2699,2660,2879,2568,2570,1,0
54,42659,35552,31512,25361,26946,28492,3,5.00E+04,2,0,0,0,0,0,0,1500,2.00E+03,2.00E+03,2.00E+03,2.00E+03,1.00E+03,2,0
23,29336,30047,29904,32025,32479,30894,2,3.00E+04,1,0,0,0,0,2,2,1800,1470,3500,2.00E+03,0,1400,2,1
32,30852,31957,37051,36303,42800,38381,1,1.10E+05,2,0,0,0,2,2,2,1906,6.00E+03,0,8.00E+03,0,5.00E+03,2,0
32,32226,33255,32426,32763,33602,34193,1,9.00E+04,2,1,2,2,0,0,0,1839,0,1176,1367,1300,4337,2,1
47,17772,18487,17892,19294,19840,19376,2,2.00E+04,1,3,2,2,2,2,2,1300,0,1700,1.00E+03,0,850,2,1
28,0,0,0,0,5.00E+04,0,1,1.40E+05,2,1,-2,-2,-2,-1,-1,0,0,0,5.00E+04,0,0,2,0
53,24645,0,1.40E+04,0,0,0,2,7.00E+04,1,0,0,-1,-1,-2,-2,0,1.40E+04,0,0,0,0,2,0
53,4213,187,7884,1842,1129,7592,1,4.10E+05,1,-1,-1,-1,-1,-1,-1,187,7898,1842,1129,7592,0,2,0
58,1351,554,1090,780,390,388,3,3.60E+05,1,-1,-1,-1,-1,0,-1,554,1096,780,0,388,887,1,0
25,18585,19301,19702,19102,19508,19899,2,3.00E+04,2,3,2,2,2,0,0,1300,1.00E+03,0,700,700,1.00E+03,1,1
44,18896,20166,16995,15324,6758,5730,1,1.80E+05,1,0,0,0,0,0,0,2006,6995,282,0,200,0,1,0
41,22346,26357,29043,29419,29848,29306,1,3.00E+04,2,0,0,0,0,0,0,8816,4021,2.00E+03,5.00E+03,6.00E+03,6.00E+03,2,0
40,35602,35911,36246,29831,29667,30062,3,6.00E+04,2,0,0,0,0,0,0,1654,1762,1044,1065,1266,979,2,0
32,-295,-295,-295,-295,-295,9727,2,9.00E+04,2,1,-2,-2,-2,-2,-1,0,0,0,1,10022,0,2,0
58,87851,85594,87095,88357,77155,80108,2,1.00E+05,1,2,2,0,0,0,0,0,3300,2839,3.00E+03,4.00E+03,2.00E+03,2,1
30,15069,0,14129,28246,9995,198,1,2.20E+05,2,-1,-1,-1,0,0,-1,680,14129,1.60E+04,5.00E+03,198,14952,2,0
25,31680,28410,24046,19194,16621,10797,1,7.00E+04,2,0,0,0,0,0,0,2.00E+03,2.00E+03,2.00E+03,3.00E+03,2500,900,2,0
25,1650,1650,1650,1650,1650,1650,2,2.00E+04,1,2,2,4,4,4,4,0,0,0,0,0,0,2,1
23,59318,54553,51323,38031,38825,39255,1,6.00E+04,2,0,0,0,0,0,0,2065,1597,1473,1521,1538,1521,1,0
26,5015,4789,6199,5951,6255,6401,2,1.00E+04,1,1,2,2,2,0,0,0,1500,0,400,400,700,2,1
29,45153,36123,26113,22661,20351,16639,1,3.10E+05,2,2,0,0,0,0,0,2904,1500,1.00E+03,2.00E+03,1.00E+03,2.00E+03,1,1
29,12018,31282,28823,51120,2222,-34,1,3.60E+05,2,-2,-2,-2,-2,-2,-2,32038,28982,51379,2233,0,0,1,0
51,102847,52556,34369,14240,23762,18198,1,2.00E+05,1,0,-1,0,0,-1,0,52556,2003,1.00E+03,26068,10019,61500,1,0
39,180645,184303,179230,181763,180019,171711,2,1.80E+05,1,2,2,2,0,0,0,8.00E+03,0,7.00E+03,7.00E+03,6150,6700,1,1
27,0,0,0,0,0,0,2,9.00E+04,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
33,4018,6302,6844,1467,4797,2659,2,1.70E+05,1,-2,-2,-2,-2,-2,-2,6330,6844,1467,9594,2659,7076,2,0
64,0,0,0,0,0,0,1,5.00E+05,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1063,1,1
22,9721,11756,10844,10468,10101,9911,2,1.00E+04,2,0,0,2,0,0,0,2939,0,507,365,404,459,2,0
49,1261,1261,1261,390,390,390,2,1.00E+05,1,-2,-2,-2,-2,-2,-2,1261,1261,390,390,390,0,2,0
35,160161,159484,162231,163255,165436,168178,1,2.40E+05,1,0,0,0,0,0,0,7405,8005,6005,30912,5.00E+03,5150,1,1
36,42150,44148,45333,27095,28508,28814,2,5.00E+04,1,0,0,0,0,0,0,3.00E+03,3.00E+03,2.00E+03,2.00E+03,967,886,1,0
38,3048,0,1.00E+05,0,0,0,1,2.00E+05,1,-1,-1,-1,-1,-2,-2,0,1.00E+05,0,0,0,0,1,0
22,390,390,9159,9363,8160,7552,2,1.00E+04,1,-1,-1,-1,0,0,0,390,9159,700,279,1.00E+03,800,2,0
41,45431,46338,45129,45640,46175,46716,2,9.00E+04,1,0,0,0,0,0,0,2749,2206,1113,1135,1153,1134,1,0
25,80603,73487,70581,67336,67069,67890,3,9.00E+04,1,0,0,0,0,0,0,2827,2370,2300,2300,2700,2700,2,0
34,40749,39815,46887,45832,52968,60034,1,1.50E+05,2,-1,2,2,2,0,0,0,8538,0,8810,8942,9344,1,0
41,27094,27819,30363,29579,48933,97187,2,2.20E+05,1,2,0,0,2,0,0,1465,3009,0,2.00E+04,5.00E+04,1240,2,0
34,0,0,0,4279,488,659,1,1.80E+05,2,1,-2,-2,-1,-1,-1,0,0,4279,488,659,5067,2,1
25,39728,38815,39828,40468,41315,42133,2,1.30E+05,2,1,2,0,0,0,0,0,1960,1600,1650,1655,1725,2,0
33,170440,170060,115372,211577,120407,122952,1,1.70E+05,1,0,0,0,0,0,0,8200,5200,5.00E+03,5.00E+03,5.00E+03,4.00E+03,2,1
31,153829,153229,148438,143121,141466,128846,2,2.00E+05,1,1,2,0,0,0,0,7022,6700,5500,6.00E+03,9800,0,2,0
25,3125,8418,797,-3,-3,-3,1,1.50E+05,2,-1,-1,-1,-1,-2,-2,8443,799,0,0,0,0,1,0
33,483,0,342,955,957,1407,1,2.30E+05,2,-1,-1,-1,-1,0,0,0,342,955,2,1511,4373,2,0
22,15189,17802,17219,18377,17941,19572,2,2.00E+04,2,0,0,2,2,2,2,2869,0,1444,0,1933,0,2,1
43,105416,106773,106500,104670,55442,55936,2,1.50E+05,1,0,0,0,0,0,0,5800,4648,2.00E+03,2889,2700,9.40E+04,1,0
29,7383,23400,49771,30929,31429,14170,2,1.70E+05,1,-1,-1,-1,-1,0,-1,23518,50026,31023,20157,14233,22818,2,0
42,54216,27596,28772,19067,19467,9247,3,6.00E+04,2,0,0,0,0,0,0,4.00E+03,2.00E+03,1.00E+03,1.00E+03,331,343,2,0
27,79534,81391,77033,47413,48650,49841,2,8.00E+04,2,0,0,0,0,0,0,3174,2308,3400,2.00E+03,2.00E+03,14410,2,0
33,333,333,333,1019,2218,1216,1,4.10E+05,2,-2,-2,-2,-1,-1,-1,333,333,1019,2218,1216,1019,1,0
39,8681,8681,8888,4932,10986,5081,2,2.30E+05,1,-1,-1,-1,-1,-1,-1,8681,8888,4932,10986,5081,4321,1,0
66,259513,257866,261088,257288,256369,212395,2,3.00E+05,1,0,0,0,0,0,0,1.00E+04,1.50E+04,9500,1.10E+04,9.00E+03,6.00E+03,1,1
28,23063,14024,11825,14765,12383,10008,2,2.30E+05,2,0,0,0,0,0,0,2.00E+03,2.00E+03,5.00E+03,1.00E+03,2.00E+03,1.00E+03,2,0
30,112822,115526,123658,120259,121205,124778,1,1.30E+05,2,2,0,0,2,0,0,4527,10122,1,4355,8918,0,2,1
31,7912,4220,3364,2832,34967,38706,1,4.00E+05,2,0,-1,-1,0,-1,0,4220,3364,2500,34967,1.00E+04,22600,2,0
44,197494,194913,192896,116537,112086,108660,2,1.90E+05,1,0,0,0,0,0,0,7200,8.00E+03,4100,4.00E+03,5.00E+03,7.00E+03,1,0
27,471,5261,16436,16071,96,480,1,2.20E+05,2,-1,-1,-1,0,0,-1,5272,17571,0,0,549,0,2,0
29,0,0,0,0,0,5017,2,2.80E+05,2,-2,-2,-2,-2,-2,-1,0,0,0,0,5017,101,2,0
33,598,0,0,0,0,687,2,3.50E+05,1,-1,-1,-2,-2,-2,-1,0,0,0,0,687,18296,2,0
53,66963,68780,70830,71557,73052,74502,3,1.20E+05,2,2,0,0,2,0,0,3500,3800,2500,2804,2820,3.00E+03,2,1
24,1572,1572,6561,5091,353,26864,2,5.00E+04,2,-1,-1,-1,0,-1,-1,1572,6561,102,353,2.70E+04,1.00E+03,2,0
33,591,1053,2989,2046,17239,3680,1,2.10E+05,2,-1,-1,-1,-1,-1,-1,1053,2992,2046,17239,3680,0,2,0
26,5844,6700,0,0,0,0,2,8.00E+04,2,0,0,0,-2,-2,-2,1067,0,0,0,0,0,1,0
23,6226,5981,6870,7038,2268,5051,2,5.00E+04,2,1,2,0,0,0,0,0,1032,200,285,3.00E+03,2.00E+03,1,0
36,44449,35238,37551,17808,13765,14038,3,5.00E+04,1,0,0,0,0,0,0,2500,1.10E+04,600,500,502,521,2,0
41,231187,231272,228653,225471,224853,230078,2,2.30E+05,1,0,0,0,0,0,0,10500,1.00E+04,9.00E+03,8200,9.00E+03,9.00E+03,1,0
35,11802,73011,79259,87413,92269,100973,1,4.00E+05,1,-2,-1,0,0,0,0,73022,1.00E+04,10009,8.00E+03,1.00E+04,10029,1,0
32,46281,27311,41032,29626,26328,28475,2,5.00E+04,2,0,0,0,0,0,0,1658,2.90E+04,1027,1300,2600,1280,1,0
24,80699,68100,33434,0,0,0,2,9.00E+04,2,0,0,0,0,-2,-2,2991,2655,0,0,0,0,2,0
23,32337,31543,32141,28622,24619,23211,1,8.00E+04,2,1,2,0,0,2,0,0,1659,4.00E+03,0,1.00E+03,2.50E+04,2,0
24,23553,21507,17827,7655,7881,8248,2,5.00E+04,2,0,0,0,0,0,0,1700,2.00E+03,500,500,500,1.00E+03,1,0
25,43259,35307,23096,18970,19514,20038,2,5.00E+04,1,0,0,0,0,0,0,1405,1366,1.00E+03,1.00E+03,1.00E+03,600,1,0
30,0,0,324,3741,1374,2932,1,2.00E+05,2,-2,-2,-2,-1,0,-1,0,324,3741,0,3118,0,2,0
23,0,0,0,0,0,0,2,8.00E+04,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1
40,45740,44727,45738,48977,52191,53242,1,7.00E+04,2,2,2,0,0,0,2,0,1750,4.00E+03,4.00E+03,2060,2200,1,1
36,37397,40292,43073,44067,44955,44081,1,5.00E+04,1,2,0,0,2,2,2,3500,3452,2.00E+03,1738,0,4.00E+03,2,1
42,1464,1469,2185,0,19777,19910,2,5.00E+04,1,-2,-2,-2,-2,-1,0,1469,2185,0,19777,629,296,1,0
24,59201,58493,58820,57827,61055,56668,2,6.00E+04,2,1,2,0,0,0,2,2300,2700,2200,4500,0,2200,2,0
32,64059,66113,15421,15728,16057,16398,5,2.00E+05,2,0,0,0,0,0,0,3372,1246,553,572,597,2.00E+03,2,0
33,546,1213,15571,14625,28520,24920,1,1.90E+05,2,-1,-1,-1,0,-1,0,1213,15571,0,28520,0,0,1,0
33,118986,62137,79556,97836,96299,88757,1,4.80E+05,2,0,0,0,0,0,0,3.00E+04,30276,3.00E+04,3.00E+04,1.50E+04,1.50E+04,2,0
30,0,0,0,0,0,0,3,2.30E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1
31,75636,77220,79129,80710,82749,84871,2,1.60E+05,1,0,0,0,0,0,0,3400,3800,3500,3500,3500,3600,1,0
27,451,-49,6258,1032,2766,1401,1,5.00E+04,2,-1,-1,-1,-1,-1,-1,0,6307,1035,3164,1405,1507,2,0
35,240394,239798,242518,224580,179060,154320,2,3.00E+05,1,1,2,0,0,0,0,1.00E+04,1.00E+04,8.00E+03,8.00E+03,1.00E+04,3632,1,0
43,171992,175427,150965,71478,72955,74426,2,1.80E+05,1,0,0,0,0,0,0,6099,4427,1949,2007,2030,2.00E+03,1,0
57,929,1669,5707,4795,5328,4969,1,2.80E+05,1,-1,-1,-1,2,2,3,1669,4795,0,4115,0,0,2,0
25,40407,31811,13898,0,0,0,2,5.00E+04,2,0,0,0,0,-2,-2,1814,1.00E+03,0,0,0,0,2,0
33,150573,140844,144245,135946,135736,134500,1,2.00E+05,2,0,0,0,0,0,0,6550,7200,5300,5400,5240,5260,2,0
23,8647,9734,10594,11002,11608,9186,2,2.00E+04,2,0,0,0,0,0,0,1232,1092,500,1.00E+03,500,500,2,0
24,26573,26988,14964,15428,15612,16630,2,3.00E+04,2,0,0,0,0,0,0,1500,1600,1.00E+03,569,1280,0,1,1
34,17294,22256,21660,22055,22603,23133,2,8.00E+04,1,2,2,2,0,0,0,5210,0,1.00E+03,1.00E+03,1.00E+03,1.00E+03,2,1
49,71775,68083,50642,47283,42340,40223,2,8.00E+04,1,0,0,0,0,0,0,2911,1920,1541,1502,1619,1472,1,0
23,18285,16903,18903,18443,10139,10141,2,7.00E+04,2,0,0,0,2,0,0,1400,2332,0,365,364,527,2,1
38,7979,9046,10279,10610,10339,8710,2,3.00E+04,1,0,0,0,0,2,0,1200,1423,754,0,1.00E+03,3.00E+03,2,0
26,136953,133265,82163,83238,85383,86615,5,1.40E+05,2,0,0,0,0,0,0,6350,2900,2950,4.00E+03,3576,2200,1,0
29,160537,186227,189792,109806,69845,48101,2,3.90E+05,2,0,0,0,0,0,0,3.00E+04,9.00E+03,5.00E+03,2815,2111,3.00E+03,1,0
54,780,390,1560,1170,780,390,3,1.60E+05,1,-1,2,-1,0,0,0,0,1560,0,0,0,390,1,1
26,5.00E+03,1600,2700,1.20E+04,0,1995,2,1.80E+05,2,-1,-1,-1,-1,-1,-1,1600,2700,1.20E+04,0,1995,0,2,0
35,142119,142362,142292,99399,101677,100867,1,1.40E+05,2,0,0,0,0,0,0,6.00E+03,6982,3500,3800,3700,4.00E+03,1,0
27,69353,49878,30242,31239,31893,32549,1,1.30E+05,2,0,0,0,0,0,0,2139,1503,1500,1157,1186,5.00E+03,1,0
44,5005,9880,10542,10903,10981,9931,2,2.20E+05,2,0,0,0,0,0,0,5.00E+03,1147,508,374,384,1008,1,0
52,2259,1869,12671,8315,5085,4900,2,1.60E+05,2,1,2,-1,0,0,0,1310,12671,166,102,1100,2610,1,1
27,-2900,-2900,-2900,-2900,-2900,-2900,1,5.00E+04,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
31,42781,42774,41817,749,5572,10573,2,1.60E+05,1,0,0,0,-1,-1,0,2300,2300,749,5572,5573,13793,2,1
42,11618,12641,13953,13924,14399,14610,2,5.00E+04,1,0,0,0,0,0,0,1216,1528,499,700,600,541,2,0
22,13752,17945,17807,17430,18262,14224,2,5.00E+04,2,2,2,2,0,0,0,4448,1003,1.00E+03,1014,1004,1468,1,1
29,0,0,0,0,0,0,3,3.60E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
42,74380,68820,59079,30289,27415,28447,1,8.00E+04,2,0,0,0,0,0,0,2619,2036,1215,1500,1504,1200,1,0
37,386,733,739,1939,739,2739,1,5.10E+05,1,-1,-1,-1,-1,-1,-1,763,739,1939,739,2739,1110,2,0
39,6589,2901,10836,26227,18590,785,1,2.20E+05,1,0,-1,-1,0,0,-1,2901,10836,18590,0,785,8700,2,0
27,38561,38614,39951,40552,38935,40187,2,4.00E+04,2,0,0,0,0,0,0,1700,2.00E+03,1526,1500,1900,1400,1,0
24,60753,54892,59268,17967,20309,17867,2,6.00E+04,2,0,0,0,0,0,2,2800,6100,621,2609,0,756,1,0
34,6059,1943,2402,18700,9900,0,2,1.20E+05,1,-1,-1,-1,-1,0,0,1943,2500,38098,5.00E+03,0,0,1,0
30,85988,88410,93234,90571,94653,142549,2,2.10E+05,1,0,0,0,2,0,0,5.00E+03,7500,0,6.00E+03,5.00E+04,0,1,1
35,16528,19347,18600,1.90E+04,1.90E+04,2.00E+04,2,2.00E+04,2,0,0,2,0,0,0,3400,0,1.00E+03,0,1.00E+03,0,2,0
43,59829,57240,29079,28562,29155,29448,2,7.00E+04,2,0,0,0,0,0,0,1586,1739,1002,1033,1142,1014,1,0
36,2400,2400,2400,2400,2400,2400,3,5.00E+04,2,2,2,7,7,7,7,0,0,0,0,0,0,1,1
35,-6,15099,1299,0,0,0,1,3.80E+05,1,1,-1,-1,-1,-2,-2,15105,1300,0,0,0,0,1,0
24,9829,9539,9244,8949,9137,9177,2,1.00E+04,1,5,4,3,2,0,0,0,0,0,480,340,500,1,1
32,400,400,400,0,20818,20818,2,1.60E+05,2,2,2,2,2,-1,0,0,0,0,20818,0,0,2,0
31,1575,4711,4956,6692,14418,25825,1,1.50E+05,2,0,0,0,0,0,0,3651,1068,1977,9118,12625,122,1,0
36,163897,116343,118552,119376,122039,121841,1,1.60E+05,2,1,2,0,0,0,0,0,5677,4197,4509,4412,4228,2,0
39,58017,59481,60360,38307,35519,35356,2,6.00E+04,1,0,0,0,0,0,0,2396,2110,1272,1257,1245,1138,2,0
34,277569,246380,236139,241056,246297,246072,2,3.60E+05,2,0,0,0,0,0,0,10500,8500,8750,9200,9800,8700,2,0
25,48285,390,390,390,390,390,2,1.00E+05,2,0,-1,-1,-1,-1,-1,390,390,390,390,390,9528,1,0
29,700,700,700,3105,1259,700,1,1.40E+05,2,-2,-2,-2,-2,-2,-2,700,700,3105,1259,700,700,1,0
45,30063,30399,24577,24788,18522,17873,2,8.00E+04,1,0,0,0,0,0,0,1843,1233,882,633,842,1.20E+04,2,0
